Sexe,Année de naissance,Commune,Situation familiale,Habitat,Catégorie socioprofessionnelle,Nationalité,Nombre d'enfant(s),Date du contact,1er contact,Motif,Violences,Produits addictifs,Envoyé(e) par institution,age_contact
M,1983,,Marié(e),Locataire,Sans Emploi,FRANCAISE,1,2017-09,True,Auteur,"Physiques,Verbales",,Entourage,33
F,1983,Mont dore,Marié(e),Hébergé,Secrétaire,,1,2019-07,True,Mixte,"Physiques,Verbales",,Spontanée,35
M,1983,Nouméa,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,,2017-03,True,Auteur,"Verbales,Psychologiques,Économiques",,Spontanée,33
F,1983,,Union libre,Hébergé,Femme de menage,,2,2016-10,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Spontanée,32
F,1983,Nouméa,Séparé(e),Hébergé,Sans Emploi,,3,2015-01,True,Victime,"Verbales,Physiques",,Tribunal,31
F,1983,Mont dore,Marié(e),Propriétaire,Sans Emploi,,3,2019-12,False,Mixte,"Verbales,Physiques",,Professionnels de santé,36
M,1983,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,1,2016-09,True,Auteur,"Verbales,Physiques",alcool,Tribunal,32
M,1983,Nouméa,Union libre,Hébergé,Employé-e,,1,2014-04,True,Mixte,Psychologiques,,Spontanée,30
F,1983,Nouméa,Marié(e),,Sans Emploi,FRANCAISE,1,2010-06,True,Victime,"Verbales,Physiques",alcool,Tribunal,26
M,1983,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,1,2017-09,True,Auteur,,,Tribunal,34
M,1983,Nouméa,Union libre,,Employé-e,FRANCAISE,,2010-04,True,Autre,"Verbales,Psychologiques,Physiques",,Tribunal,26
F,1983,Paita,Marié(e),,Animatrice-eur,,,2015-09,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,32
M,,Dumbéa,Célibataire,,Employé-e,,3,,True,Autre,Physiques,,Travailleurs sociaux,
F,1983,Tontouta,Marié(e),Propriétaire,Etudiant-e,,3,2021-04,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,37
M,1983,Dumbéa,Séparé(e),,,,2,2021-01,True,Auteur,"Verbales,Physiques",,Police,37
F,1983,Dumbéa,Union libre,Propriétaire,Employé-e,,1,2017-10,True,Victime,"Physiques,Verbales",,Tribunal,34
F,1983,Nouméa,Union libre,Hébergé,Employé-e,,1,2015-10,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Police,32
F,1983,Nouméa,Séparé(e),Hébergé,Employé-e,,,2017-10,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Entourage,34
F,1983,Nouméa,Marié(e),Locataire,Sans Emploi,FRANCAISE,3,2009-03,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,25
F,1983,Nouméa,Union libre,Locataire,Employé-e,,,2020-04,True,Mixte,"Verbales,Psychologiques,Physiques",,Associations,36
F,1983,Nouméa,Séparé(e),Hébergé,Ouvrier-ère,FRANCAISE,0,2012-10,True,Victime,Physiques,,Tribunal,29
F,1983,Nouméa,Union libre,Locataire,Aide maternelle,,0,2016-02,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,32
M,1983,Dumbéa,Union libre,Propriétaire,Employé-e,,1,2018-12,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort,Économiques",,Professionnels de santé,35
F,1983,Nouméa,Marié(e),Locataire,,,3,2013-06,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,30
F,1983,Mont dore,Union libre,Hébergé,,,,2017-05,False,,,,Professionnels de santé,33
M,1983,Sarramea,Union libre,,,FRANCAISE,1,2012-06,True,Mixte,Physiques,,Tribunal,29
F,1983,Nouméa,Union libre,Hébergé,,FRANCAISE,1,2010-03,False,Mixte,"Verbales,Psychologiques,Économiques",,Entourage,26
F,1983,Nouméa,Marié(e),Hébergé,Employé-e,,1,2015-04,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",alcool,,32
M,1983,Dumbéa,Célibataire,Squat,Sans Emploi,FRANCAISE,2,2017-03,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",,Spontanée,33
F,1983,Mont dore,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,2,2010-11,True,Mixte,Psychologiques,,,27
F,1983,Nouméa,Célibataire,Locataire,,FRANCAISE,3,2022-07,True,Victime,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,39
F,1983,Nouméa,Séparé(e),Hébergé,Ouvrier-ère,,1,2013-03,True,Mixte,Physiques,,Police,29
F,1983,Nouméa,Marié(e),,Employé-e,,4,2015-03,False,Mixte,"Verbales,Psychologiques,Physiques",alcool,Travailleurs sociaux,31
M,1983,Nouméa,Union libre,,Employé-e,,2,2014-02,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,30
M,1983,Canala,,,Grutier,,4,2023-03,True,Auteur,"Verbales,Psychologiques,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,39
F,1983,Nouméa,Union libre,Locataire,Employé-e,VANUATAISE,1,2012-02,True,Victime,Physiques,alcool,Tribunal,28
M,1983,Mont dore,Union libre,Hébergé,,,1,2015-12,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Entourage,32
F,1983,Nouméa,Marié(e),,Sans Emploi,,0,2013-02,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,29
M,1983,Nouméa,Célibataire,Hébergé,Ouvrier-ère,,1,2015-05,True,Auteur,Physiques,alcool,Tribunal,32
F,1983,Nouméa,Union libre,Locataire,Sans Emploi,,0,2013-08,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,30
F,1983,Houailou,Marié(e),,Enseignant-e public,,2,2015-01,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Police,32
F,1983,Nouméa,Union libre,Locataire,Employé-e,,4,2018-10,True,Mixte,"Verbales,Psychologiques,Physiques",drogue,Services Province Sud,35
F,,,Séparé(e),,,FRANCAISE,,,False,,,,,
M,1982,Lifou,Union libre,,Sans Emploi,,2,2014-07,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,31
M,1982,Dumbéa,Marié(e),Squat,Ouvrier-ère,FRANCAISE,2,2010-06,True,Auteur,"Verbales,Physiques",,Tribunal,27
M,1982,Bourail,Union libre,Locataire,Ouvrier-ère,FRANCAISE,1,2016-10,False,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,33
M,1982,Mont dore,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,1,2018-08,True,Auteur,"Psychologiques,Physiques,Verbales",,Service pénitentiaire d'insertion et de probation SPIP,35
F,1982,Nouméa,Marié(e),Hébergé,Employé-e,FRANCAISE,1,2022-08,True,Victime,"Verbales,Physiques,Sexuelles,Économiques,Menaces de mort,Administratives",,Travailleurs sociaux,39
F,1982,Nouméa,Séparé(e),Hébergé,Sans Emploi,,,2019-09,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Associations,36
F,1982,Nouméa,Union libre,Locataire,Femme de menage,,2,2015-01,True,Victime,"Verbales,Physiques",alcool,Tribunal,32
M,1982,Nouméa,Union libre,,Employé-e,FRANCAISE,2,2022-12,False,Auteur,"Verbales,Psychologiques,Physiques",alcool,Service pénitentiaire d'insertion et de probation SPIP,40
M,1982,Dumbéa,,Hébergé,Sans Emploi,FRANCAISE,3,2018-04,True,Auteur,"Verbales,Physiques",,Tribunal,35
M,1982,Nouméa,,Hébergé,Ouvrier-ère,,,2023-04,True,Auteur,,,Service pénitentiaire d'insertion et de probation SPIP,40
F,1982,Nouméa,,Propriétaire,Sans Emploi,,3,2021-08,True,Mixte,"Verbales,Psychologiques,Physiques",,Tribunal,38
F,1982,Mont dore,Séparé(e),Locataire,Sans Emploi,,4,2018-05,True,Mixte,"Verbales,Psychologiques,Physiques",,Associations,35
M,1982,Nouméa,Union libre,Locataire,Ouvrier-ère,,1,2013-04,True,Auteur,"Verbales,Physiques",alcool,Tribunal,30
F,1982,Nouméa,Union libre,,Ouvrier-ère,,0,2013-03,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,30
F,1982,Mont dore,Marié(e),,Employé-e,,2,2015-12,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,33
F,1982,Paita,Séparé(e),,Chômage,,2,2023-02,True,,,,Professionnels de santé,40
F,1982,Paita,Union libre,Locataire,Employé-e,FRANCAISE,2,2022-10,True,Victime,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort",,Travailleurs sociaux,40
F,1982,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,3,2016-09,True,Mixte,"Verbales,Physiques",,Police,33
M,1982,Nouméa,Union libre,Propriétaire,,FRANCAISE,2,2017-02,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,34
M,1982,Nouméa,Union libre,,,,2,2021-01,True,Auteur,"Verbales,Physiques,Psychologiques,Sexuelles",,Service pénitentiaire d'insertion et de probation SPIP,38
M,1982,Nouméa,Union libre,Squat,Sans Emploi,,,2020-04,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,Police,37
F,1982,Dumbéa,Union libre,Squat,Employé-e,,3,2017-12,True,Mixte,"Verbales,Psychologiques",,Entourage,35
M,1982,Nouméa,Séparé(e),,Sans Emploi,,1,2017-03,True,Auteur,,,,34
M,1982,Nouméa,Union libre,Hébergé,Sans Emploi,,1,2020-07,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,37
F,1982,Dumbéa,Divorcé(e),Hébergé,Cadre,FRANCAISE,2,2018-03,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques",,Entourage,35
F,1982,Paita,Divorcé(e),Locataire,Employé-e,,,2020-02,True,Enfant,"Psychologiques,Verbales,Physiques",,Services Province Sud,37
M,1982,La foa,Célibataire,Locataire,Ouvrier-ère,FRANCAISE,2,2022-06,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Service pénitentiaire d'insertion et de probation SPIP,39
M,1982,Ouegoa,Séparé(e),,Ouvrier-ère,FRANCAISE,2,2022-03,True,Auteur,"Psychologiques,Physiques,Sexuelles,Menaces de mort,Économiques",alcool,Tribunal,39
F,1982,Mont dore,Union libre,Squat,,FRANCAISE,,2022-04,True,Victime,"Verbales,Psychologiques,Physiques,Sexuelles",,Travailleurs sociaux,39
F,1982,Dumbéa,Marié(e),Hébergé,Sans Emploi,FRANCAISE,4,2012-01,True,Mixte,Psychologiques,médicaments,Travailleurs sociaux,29
M,1982,Nouméa,Marié(e),Locataire,,FRANCAISE,,2010-08,True,Auteur,"Verbales,Physiques",,Tribunal,28
F,1982,,Séparé(e),Propriétaire,Agent fonction pub,,3,2019-05,True,Mixte,Psychologiques,,Spontanée,36
M,1982,Paita,Marié(e),,Sans Emploi,FRANCAISE,1,2011-12,True,Auteur,"Verbales,Physiques,Sexuelles",,Tribunal,29
F,1982,Ile des pins,Union libre,,Ouvrier-ère,FRANCAISE,2,2011-08,True,Mixte,"Verbales,Psychologiques,Physiques",,Tribunal,29
M,1982,Mont dore,Marié(e),Locataire,Employé-e,FRANCAISE,0,2017-02,False,Auteur,"Physiques,Dégradations de biens",alcool,Tribunal,34
M,1982,Dumbéa,Union libre,,Ouvrier-ère,,0,2014-05,True,Auteur,"Verbales,Physiques",,Entourage,32
F,1982,Paita,Séparé(e),Hébergé,Employé-e,,1,2014-01,True,Mixte,Psychologiques,,Entourage,31
M,1982,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,1,2011-09,True,Auteur,"Psychologiques,Physiques",,,29
F,1982,Paita,Union libre,Hébergé,Sans Emploi,FRANCAISE,4,2010-11,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,28
F,1982,Nouméa,Séparé(e),Locataire,Employé-e,,1,2018-12,True,Mixte,"Verbales,Psychologiques",,Police,36
M,1982,Nouméa,Marié(e),,,,4,2014-04,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,31
F,1982,Nouméa,Célibataire,Hébergé,Sans Emploi,,2,2014-03,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Professionnels de santé,31
F,1982,Nouméa,Union libre,Squat,Employé-e,,,2019-08,True,Mixte,"Verbales,Physiques,Psychologiques,Menaces de mort",,Services Province Sud,37
F,1982,Nouméa,Pascé(e),Locataire,Enseignant-e privé,,2,2020-07,True,Mixte,"Psychologiques,Physiques",,Travailleurs sociaux,38
F,1982,Nouméa,,Locataire,,FRANCAISE,1,2010-03,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Tribunal,27
F,1982,Nouméa,Séparé(e),Hébergé,Sans Emploi,AFRICAINE,2,2015-04,True,Enfant,"Psychologiques,Physiques",,Tribunal,33
M,1982,Paita,Union libre,Hébergé,Employé-e,FRANCAISE,4,2010-11,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,28
M,1982,Dumbéa,Marié(e),,Employé-e,FRANCAISE,2,2012-04,True,Auteur,,,Tribunal,30
F,1982,,Marié(e),,Femme de menage,,,2013-01,False,Mixte,"Psychologiques,Physiques",,Spontanée,30
F,1982,Nouméa,,Hébergé,,,,2023-08,True,Victime,"Verbales,Psychologiques",,Entourage,41
F,1982,Nouméa,Marié(e),,Employé-e,FRANCAISE,2,2012-07,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,30
M,1982,Nouméa,Union libre,Hébergé,Sans Emploi,FRANCAISE,2,2011-10,True,Auteur,Physiques,,Tribunal,29
M,1982,Paita,Célibataire,Locataire,Ouvrier-ère,,2,2023-05,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,41
F,1982,Nouméa,Union libre,Locataire,Policier-ère,,2,2015-05,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,33
M,1982,Yate,Marié(e),,Employé-e,FRANCAISE,,2010-02,True,Auteur,"Verbales,Physiques",alcool,Tribunal,28
F,1982,Mont dore,Union libre,Locataire,Femme de service,,4,2014-10,True,Victime,Physiques,,Tribunal,32
M,1982,Dumbéa,Union libre,Locataire,Ouvrier-ère,,3,2013-04,True,Auteur,"Psychologiques,Physiques",alcool,Tribunal,31
F,,Canala,Union libre,,Femme de service,FRANCAISE,1,,False,,,,,
F,1982,Nouméa,Célibataire,Hébergé,Recherche,,1,2023-03,True,Victime,,,,41
F,1982,Nouméa,Séparé(e),Hébergé,Employé-e,,4,2018-08,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques",,Entourage,36
F,1982,Mont dore,Marié(e),Locataire,Employé-e,FRANCAISE,2,2011-06,True,Victime,Physiques,alcool,Tribunal,29
F,1981,Nouméa,Séparé(e),Locataire,Employé-e,FRANCAISE,1,2022-06,True,Victime,Psychologiques,,Services Province Sud,40
M,1981,Nouméa,Marié(e),Squat,Employé-e,VANUATAISE,2,2012-11,True,Auteur,"Verbales,Psychologiques,Physiques,Économiques,Sexuelles",alcool,Tribunal,30
F,1981,Poro,Séparé(e),,Sans Emploi,,3,2016-03,True,Mixte,"Psychologiques,Physiques",alcool,Entourage,34
F,1981,Nouméa,Séparé(e),Hébergé,Sans Emploi,,2,2021-05,True,Mixte,"Verbales,Psychologiques,Physiques",,Centre d'information des droits des femmes et égalité,39
F,1981,Bourail,Union libre,,Employé-e,FRANCAISE,1,2011-03,True,Victime,Physiques,alcool,Tribunal,29
F,1981,Nouméa,Séparé(e),Hébergé,Employé-e,,2,2021-07,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,39
M,1981,Nouméa,Union libre,Propriétaire,Patenté,,2,2023-09,True,Auteur,,,,41
F,1981,Mont dore,Union libre,Locataire,Sans Emploi,FRANCAISE,1,2017-01,True,Mixte,"Verbales,Psychologiques,Physiques",drogue,Entourage,35
F,1981,Paita,Marié(e),Propriétaire,,,3,2017-10,True,Mixte,"Verbales,Psychologiques",,Police,36
F,1981,Dumbéa,Union libre,Locataire,Ouvrier-ère,,1,2015-06,True,Victime,Physiques,,Tribunal,33
F,1981,Mont dore,Union libre,,Sans Emploi,,2,2019-07,True,Mixte,"Verbales,Physiques",,Professionnels de santé,37
F,1981,Mont dore,Marié(e),Squat,Sans Emploi,FRANCAISE,,2009-09,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Tribunal,27
M,1981,Nouméa,Union libre,Locataire,,,,2023-10,True,Auteur,,Prise de produits,Police,42
F,1981,Bourail,Marié(e),Propriétaire,Sans Emploi,CONGOLAISE,,2017-05,True,Victime,"Psychologiques,Verbales,Physiques",,Gendarmerie,35
F,1981,Dumbéa,Union libre,Locataire,Sans Emploi,,2,2018-02,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,36
M,1981,Nouméa,Marié(e),Locataire,Agent fonction pub,,2,2020-10,True,Auteur,Psychologiques,alcool,Tribunal,39
M,1981,Nouméa,Marié(e),Hébergé,Ouvrier-ère,FRANCAISE,4,2021-04,True,Mixte,"Physiques,Sexuelles",,Police,39
F,1981,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,4,2015-08,False,Mixte,"Psychologiques,Physiques",alcool,Tribunal,33
M,1981,Nouméa,Union libre,Propriétaire,Employé-e,,4,2020-05,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Spontanée,38
F,1981,Mont dore,Union libre,Hébergé,Sans Emploi,,2,2013-07,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,31
M,1981,Nouméa,Union libre,Locataire,,,1,2018-07,True,Auteur,"Verbales,Physiques",alcool,Tribunal,36
F,1981,Nouméa,Célibataire,Hébergé,,FRANCAISE,1,2010-12,True,Mixte,Physiques,,Centre d'hébergement et de réinsertion social,29
F,1981,Nouméa,,Locataire,Cadre,,2,2023-12,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,42
M,1981,La foa,Union libre,,Technicien-ne,,0,2015-02,True,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,33
F,1981,Nouméa,Union libre,Locataire,Profession intermédiaire,,,2013-11,True,Victime,"Verbales,Psychologiques,Physiques,Menaces de mort",,Tribunal,32
F,1981,Dumbéa,Pascé(e),,Profession intermédiaire,FRANCAISE,2,2011-02,True,Mixte,Psychologiques,,Entourage,29
M,1981,Nouméa,Union libre,Locataire,Sans Emploi,,3,2019-05,True,Auteur,"Verbales,Physiques,Psychologiques",alcool,Travailleurs sociaux,37
M,1981,Nouméa,Séparé(e),Locataire,,,1,2021-03,True,Mixte,"Verbales,Physiques",,,39
M,1981,Ile des pins,Union libre,,Sans Emploi,,0,2015-06,True,Auteur,"Psychologiques,Physiques,Verbales",,Tribunal,33
F,1981,Mont dore,Marié(e),,,FRANCAISE,2,2012-06,True,Mixte,Physiques,,Tribunal,30
F,1981,Nouméa,Séparé(e),Locataire,Sans Emploi,,2,2013-12,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,32
F,1981,Nouméa,Marié(e),,Employé-e,FRANCAISE,0,2015-09,True,Mixte,"Psychologiques,Psychologiques",,Entourage,34
M,1981,Mont dore,Marié(e),,,,3,2014-02,True,Victime,"Psychologiques,Physiques",,Tribunal,32
F,1981,Dumbéa,,,Employé-e,,2,2013-11,True,Mixte,"Verbales,Psychologiques",,Spontanée,32
M,1981,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,2,2017-03,True,Auteur,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,35
M,1981,Nouméa,Séparé(e),Locataire,Employé-e,FRANCAISE,1,2011-10,True,Auteur,"Verbales,Physiques",alcool,Tribunal,30
F,1981,Dumbéa,Union libre,Squat,Sans Emploi,FRANCAISE,,2012-06,True,Victime,Physiques,,Tribunal,31
F,1981,Nouméa,Célibataire,Locataire,Profession intermédiaire,FRANCAISE,3,2011-11,True,Mixte,"Verbales,Psychologiques,Sexuelles,Intrafamiliales",,Professionnels de santé,30
M,1981,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,,2010-03,False,Auteur,"Verbales,Psychologiques,Physiques",alcool,Tribunal,28
F,1981,Hienghène,Union libre,,Sans Emploi,,3,2013-03,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,31
F,1981,Nouméa,Marié(e),Hébergé,Sans Emploi,FRANCAISE,3,2012-09,True,Mixte,"Verbales,Psychologiques,Physiques",,Centre d'information des droits des femmes et égalité,31
F,1981,Nouméa,Marié(e),Locataire,Sans Emploi,,5,2020-05,True,Mixte,"Verbales,Psychologiques,Physiques",,Centre d'information des droits des femmes et égalité,39
F,1981,Bourail,Marié(e),Propriétaire,Employé-e,FRANCAISE,3,2009-10,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,Travailleurs sociaux,28
M,1981,Nouméa,Union libre,Locataire,,FRANCAISE,2,2011-06,True,Auteur,"Psychologiques,Physiques",alcool,Tribunal,30
F,1981,Nouméa,Célibataire,,Employé-e,,0,2014-12,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,33
M,,,Union libre,,,FRANCAISE,,,False,,,,,
M,1981,Mont dore,Union libre,Locataire,,FRANCAISE,3,2018-02,True,Auteur,"Physiques,Verbales",,Tribunal,36
M,1981,Nouméa,Union libre,Hébergé,Sans Emploi,,4,2014-02,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,32
F,1981,Mont dore,Marié(e),,Aide maternelle,,1,2013-07,True,Victime,Physiques,,Tribunal,32
M,1981,Nouméa,Célibataire,Locataire,Profession intermédiaire,,1,2019-06,True,Auteur,"Verbales,Physiques",alcool,Tribunal,38
M,1981,Nouméa,Union libre,,Ouvrier-ère,FRANCAISE,2,2022-09,True,Auteur,"Verbales,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,41
F,1981,Nouméa,Marié(e),Locataire,Employé-e,,2,2021-07,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort",alcool,Institutions,40
M,1981,Nouméa,Union libre,Hébergé,Agent de sécurité,,0,2017-04,True,Auteur,"Verbales,Psychologiques,Physiques",,Professionnels de santé,36
F,1981,Nouméa,Marié(e),Locataire,Sans Emploi,,1,2021-07,True,Mixte,"Verbales,Psychologiques,Physiques,Cyber harcèlement",alcool,Entourage,40
M,1981,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,1,2010-11,True,Auteur,"Verbales,Physiques",alcool,Tribunal,29
M,1981,Mont dore,Union libre,Locataire,Employé-e,FRANCAISE,,2011-12,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,30
F,1981,Nouméa,Célibataire,Locataire,Gérant de société,FRANCAISE,2,2017-12,True,Mixte,"Verbales,Physiques",,,36
M,1981,Nouméa,Union libre,,Sans Emploi,FRANCAISE,1,2010-07,False,Auteur,"Verbales,Physiques",alcool,Tribunal,29
M,1981,Nouméa,,,Employé-e,FRANCAISE,1,2012-10,False,,Physiques,,Tribunal,31
F,1981,Nouméa,Séparé(e),Hébergé,Professionnel médico-social,FRANCAISE,1,2017-06,True,Mixte,"Physiques,Verbales,Psychologiques,Sexuelles",,Professionnels de santé,36
F,1981,Dumbéa,Marié(e),Locataire,Sans Emploi,,,2013-12,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,32
F,1981,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,4,2010-12,True,Victime,"Verbales,Physiques",alcool,Tribunal,29
F,1981,Nouméa,Divorcé(e),Hébergé,Sans Emploi,FRANCAISE,2,2012-06,True,Mixte,"Verbales,Psychologiques,Physiques",,Services Province Sud,31
F,1980,Nouméa,Marié(e),Locataire,Sans Emploi,FRANCAISE,4,2022-01,True,Victime,"Verbales,Physiques,Administratives",,Services Province Sud,41
F,1980,Paita,Union libre,Hébergé,Sans Emploi,,2,2015-02,True,Mixte,"Psychologiques,Physiques",,Entourage,34
F,1980,Paita,Marié(e),,Chômage,,3,2015-03,True,Mixte,"Psychologiques,Intrafamiliales",,Travailleurs sociaux,34
F,1980,Nouméa,Marié(e),Locataire,Employé-e,,,2020-02,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,,39
F,1980,Nouméa,Union libre,Hébergé,Sans Emploi,FRANCAISE,2,2011-04,True,Victime,"Verbales,Physiques",alcool,Tribunal,30
F,1980,Nouméa,Marié(e),,Profession libérale,,1,2014-11,True,Mixte,"Psychologiques,Physiques",,Entourage,34
F,1980,Mont dore,Union libre,,Employé-e,,2,2011-10,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,30
F,1980,Dumbéa,Marié(e),Locataire,Sans Emploi,FRANCAISE,,2011-03,True,Mixte,,,,30
M,1980,Nouméa,Séparé(e),Locataire,BTP,,2,2023-01,True,Auteur,,,Tribunal,42
F,1980,Paita,Union libre,,Sans Emploi,,1,2013-02,True,Mixte,Psychologiques,,Entourage,32
F,1980,Canala,Union libre,,Femme de service,,2,2013-03,True,Victime,Physiques,alcool,Tribunal,32
F,1980,Nouméa,Union libre,Locataire,Employé-e,,,2020-03,True,Mixte,Sexuelles,,Spontanée,39
F,1980,Dumbéa,Marié(e),Propriétaire,,,,2019-08,True,Mixte,"Verbales,Psychologiques",,Travailleurs sociaux,38
F,1980,Nouméa,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,2,2022-04,True,Victime,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,41
F,1980,Nouméa,Union libre,Squat,Sans Emploi,,2,2020-06,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,Travailleurs sociaux,39
M,1980,,,,,FRANCAISE,,2010-08,True,Auteur,,,Tribunal,30
F,1980,Paita,Marié(e),Propriétaire,Employé-e,,2,2016-04,True,Mixte,"Verbales,Physiques",,Police,35
M,1980,Paita,Union libre,Hébergé,Sans Emploi,FRANCAISE,2,2016-10,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,36
M,1980,Nouméa,Union libre,Squat,Ouvrier-ère,FRANCAISE,4,2011-11,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,31
F,1980,Nouméa,Union libre,Hébergé,Employé-e,FRANCAISE,2,2016-08,True,Mixte,"Verbales,Psychologiques,Physiques",,Centre d'information des droits des femmes et égalité,36
F,1980,Mont dore,Union libre,Locataire,Cantinier(ère),,3,2021-12,True,Victime,"Verbales,Psychologiques,Physiques,Menaces de mort",,Travailleurs sociaux,41
F,1980,Nouméa,Union libre,Locataire,Employé-e,,1,2018-07,True,Mixte,"Verbales,Physiques",alcool,,37
F,1980,Mont dore,Union libre,Hébergé,Profession intermédiaire,,,2010-01,True,Mixte,"Psychologiques,Physiques",,Entourage,29
F,1980,Nouméa,Union libre,,Employé-e,,1,2014-10,True,Victime,"Verbales,Physiques,Menaces de mort",,Tribunal,34
F,1980,Dumbéa,Célibataire,,Employé-e,FRANCAISE,2,2010-11,False,,"Verbales,Psychologiques,Physiques",,Gendarmerie,30
F,1980,Mont dore,Séparé(e),Hébergé,Sans Emploi,,3,2015-05,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,Spontanée,34
F,1980,Dumbéa,Union libre,Locataire,Ouvrier-ère,,,2010-01,True,Victime,"Verbales,Physiques",,Tribunal,29
M,1980,Nouméa,Union libre,,Sans Emploi,,2,2014-11,True,Auteur,"Verbales,Psychologiques,Physiques,Sur enfants",,Entourage,34
F,1980,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,3,2012-04,True,Victime,Physiques,,Tribunal,31
F,1980,Nouméa,Union libre,,Ouvrier-ère,FRANCAISE,,2010-06,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,30
M,1980,Nouméa,Union libre,Squat,Sans Emploi,FRANCAISE,1,2012-07,True,Auteur,Physiques,alcool,Tribunal,32
