STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2019,,6.74,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2019,,7.94,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2011,,27.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2019,,27.85,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,50.35,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,57.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,3.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,26.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2011,,65.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2012,,52.01,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,83.27,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2012,,76.89,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,69.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,47.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2012,,28.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,20.45,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2012,,5.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2013,,26.38,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,31.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,47.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2013,,1.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2015,,64.31,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,53.87,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,16.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,21.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2019,,11.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,56.35,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,20.86,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,24.7,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,5.97,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,90.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2017,,77.78,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,18.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2017,,11.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,29.51,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2017,,37.98,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,17.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2017,,23.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,58.77,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2019,,54.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,3.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,2.98,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,14.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,3.17,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,30.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,57.75,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,33.28,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,41.99,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,60.93,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,58.52,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,59.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,60.13,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,67.15,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,45.87,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,57.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,0.42,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,0.84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2013,,0.7,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2015,,0.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,27.2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,52.15,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,32.58,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2013,,2.87,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,56.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2016,,27.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2018,,34.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2021,,36.85,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2016,,56.21,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2018,,60.29,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2021,,48.21,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2016,,41.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2018,,46.65,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2021,,43.02,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2016,,2.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2018,,3.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2021,,3.77,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2016,,1.74,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2018,,2.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2021,,2.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2016,,1.68,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2018,,2.63,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2021,,3.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2016,,2.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2018,,3.07,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2021,,3.8,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2016,,0.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2019,,25.38,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,10.51,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,9.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,0.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,5.98,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,57.77,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,33.81,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,19.39,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,16.22,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2013,,14.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,17.77,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2013,,23.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,3.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2013,,1.95,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,1.71,,PERCENT,percent,,,,,,,,,,
